timestamp,url,confidence,model,source,labeled,labeler_label,labeled_at
2025-10-24T10:25:20.857073,https://www.amazon.in/Prime-Videos/b?ie=UTF8&node=10882806031&pd_rd_w=5ql3x&content-id=amzn1.sym.087cd6b5-ffab-4729-96bb-a3def1c9ea17:amzn1.sym.087cd6b5-ffab-4729-96bb-a3def1c9ea17&pf_rd_p=087cd6b5-ffab-4729-96bb-a3def1c9ea17&pf_rd_r=F84X5H6NTCZQAB721JN5&pd_rd_wg=8xJGB&pd_rd_r=08e5f043-fbbd-4533-adcb-f41804b7c48c&qid=1761299597&ref_=sxts_snpl_1_0_087cd6b5-ffab-4729-96bb-a3def1c9ea17,safe,dataset,dataset,True,0.0,2025-10-24T10:37:08.138934
2025-10-24T10:25:37.803737,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts",0.7150641351283736,phishing_model_v2,model,True,0.0,2025-10-24T10:37:06.658641
2025-10-24T10:25:48.067972,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts",0.0,manual_false_positive,manual,True,0.0,2025-10-24T10:37:04.557957
2025-10-24T10:34:50.481490,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts",pending_safe,false_positive_pending,pending_review,True,0.0,2025-10-24T10:36:22.966704
2025-10-24T10:40:51.748087,https://quillbot.com/grammar-check/d/179a04ef-eb3f-408b-9ac2-7094ae9b6ad4,pending_safe,false_positive_pending,pending_review,True,0.0,2025-10-24T10:42:21.794530
2025-10-24T10:42:27.049037,https://quillbot.com/grammar-check/d/179a04ef-eb3f-408b-9ac2-7094ae9b6ad4,safe,dataset,dataset,,,
2025-10-24T10:43:16.885259,https://meet.google.com/swg-sfzv-cqe,0.7024951632985621,phishing_model_v2,model,,,
2025-10-24T10:43:19.009940,https://meet.google.com/swg-sfzv-cqe,pending_safe,false_positive_pending,pending_review,True,0.0,2025-10-24T10:43:32.385398
2025-10-24T10:43:43.470223,https://meet.google.com/swg-sfzv-cqe,safe,dataset,dataset
2025-10-24T12:49:38.699657,http://127.0.0.1:8001/docs#/default/manual_report_report_post,pending_safe,false_positive_pending,pending_review
2025-10-31T07:32:26.899073,https://www.booking.com/index.html?aid=1670475&label=enin-edge-ntp-topsites-curate-ana&chal_t=1761895924508&force_referer=https%3A%2F%2Fntp.msn.com%2F,safe,dataset,dataset
